Text,Label
I wake up already anxious about things i need to do. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can,Anxiety
I fear failure so much that it stops me from starting anything.,Anxiety
Why do I fear failure so much?,Anxiety
I dread changes in routine because they throw me off balance.,Anxiety
I dread change in routine because they throw me off balance.,Anxiety
"I hate being late, it stresses me out to an extreme extent.",Anxiety
I hate being late. It stresses me out to an extreme.,Anxiety
I get nervous even when i know i have done nothing wrong.,Anxiety
I get nervous even when I know i have done nothing wrong.,Anxiety
I avoid emails or messages because im scared of bad news.,Anxiety
I avoid email or messages because im scared of bad news.,Anxiety
I need constant reassurance that im doing okay.,Anxiety
I need constant reassurance that I am doing okay.,Anxiety
I feel uneasy in crowded places.,Anxiety
Why do I feel uneasy in crowded places?,Anxiety
I freeze when I feel overwhelmed by too many thoughts.,Anxiety
I freeze when i feel overwhelmed by too many thoughts.,Anxiety
I fear judgment more than I probably should.,Anxiety
I fear judgement more than I probably should.,Anxiety
Everything feels too loud too much too heavy.,Depression
Everything feels too loud too heavy too heavy.,Depression
I haven't felt like myself in weeks.,Depression
I haven't felt like myself in weeks. I haven't felt like myself in weeks.,Depression
Why do I dread waking up every morning?,Depression
Why do I dread waking up in the morning?,Depression
I can't find the energy to go on a trip because I can't find the energy to go on a trip. I can't go on a trip. I can't go on a trip. I can't go on a trip. I can't go on a trip. I can't go on a trip. I can't go on a trip. I can't go on a trip. I can't go on a trip. I can't go,Depression
I can't find the energy to go on a trip because I can't find the energy to go on a trip. I can't go on a trip. I can't go on a trip. I can't go on a trip. I can't go on a trip. I can't go on a trip. I can't go on a trip. I can't find the energy to go on a trip. I can't go on a trip. I,Depression
I feel like im fading into the background.,Depression
I feel like I'm fading into the background.,Depression
I miss the version of me that used to be happy.,Depression
I miss the version of myself that used to be happy.,Depression
I feel trapped in my own head.,Depression
Why do I feel trapped in my own head?,Depression
I don't have the energy to fake being okay anymore. I don't have the energy to fake being okay anymore.,Depression
I don't have the energy to fake being okay anymore. i dont have the energy to fake being okay anymore.,Depression
I feel like my life is on pause and i cant hit play.,Depression
I feel like my life is on pause and i can't hit play.,Depression
I hate how much I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I,Depression
I hate how much I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself. I hate myself.,Depression
Is it possible to space out while driving without realizing it?,ADHD( Attention deficit hyperactivity disorder)
How can I space out while driving without realizing it?,ADHD( Attention deficit hyperactivity disorder)
I feel like I have too much energy but don't know what to do with it.,ADHD( Attention deficit hyperactivity disorder)
I feel like I have too much energy but I don't know what to do with it.,ADHD( Attention deficit hyperactivity disorder)
I forget simple things like locking the door or turning off the stove.,ADHD( Attention deficit hyperactivity disorder)
Why do I forget to lock the door or turn off the stove?,ADHD( Attention deficit hyperactivity disorder)
I jump from one hobby to another every few weeks.,ADHD( Attention deficit hyperactivity disorder)
I jump from one hobby to another every few weeks. I'm a hobbyist. I'm a hobbyist. I'm a hobbyist. I'm a hobbyist. I'm a hobbyist. I'm a hobbyist. I'm a hobbyist. I'm a hobbyist. I'm a hobbyist. I'm a hobbyist. I'm a hobbyist. I'm a hobbyist. I'm a hobby,ADHD( Attention deficit hyperactivity disorder)
I talk really fast and sometimes people can't keep up with me.,ADHD( Attention deficit hyperactivity disorder)
I can talk really fast and sometimes people can't keep up with me.,ADHD( Attention deficit hyperactivity disorder)
I avoid paperwork or emailsit overwhelms me.,ADHD( Attention deficit hyperactivity disorder)
How can I avoid paperwork or emailsit overwhelms me?,ADHD( Attention deficit hyperactivity disorder)
I get impatient when other people talk slowly.,ADHD( Attention deficit hyperactivity disorder)
I get impatient when people talk slowly.,ADHD( Attention deficit hyperactivity disorder)
I feel restless even when im exhausted.,ADHD( Attention deficit hyperactivity disorder)
I feel restless even when I'm exhausted.,ADHD( Attention deficit hyperactivity disorder)
I fidget in my seat all the time even at restaurants.,ADHD( Attention deficit hyperactivity disorder)
I fidget in my seat all the time even in restaurants.,ADHD( Attention deficit hyperactivity disorder)
How do I follow step by step instructions?,ADHD( Attention deficit hyperactivity disorder)
How can I follow step by step instructions?,ADHD( Attention deficit hyperactivity disorder)
I go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of,Bipolar Disorder
I go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. I go through cycles of feeling amazing and then broken. i go through cycles of feeling amazing and then broken. i go through cycles of feeling,Bipolar Disorder
I cant maintain consistencyit feels out of reach.,Bipolar Disorder
I cant maintain consistency it feels out of reach.,Bipolar Disorder
I have had weeks of nonstop activity followed by silence.,Bipolar Disorder
I had weeks of nonstop activity followed by silence.,Bipolar Disorder
I feel like two different people depending on the day.,Bipolar Disorder
I feel like two different people depending on the day. I feel like two different people depending on the day.,Bipolar Disorder
I sometimes feel super social and then i shut off for days.,Bipolar Disorder
I sometimes feel super social and then i shut off for days or even weeks.,Bipolar Disorder
I overshare when im manic and regret it later.,Bipolar Disorder
I overshare when im manic and regret it later on.,Bipolar Disorder
I feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel over,Bipolar Disorder
I feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard. i feel overly ambitious and then crash hard.,Bipolar Disorder
I started a business out of nowhere. Is there a way to do it?,Bipolar Disorder
I have started a business out of nowhere. Is there a way to do it?,Bipolar Disorder
Sometimes I act without thinking about consequences.,Bipolar Disorder
Why do I act without thinking about consequences?,Bipolar Disorder
I am very impulsive when im feeling high.,Bipolar Disorder
I am very impulsive when feeling high.,Bipolar Disorder
I get anxious when my routine is disrupted.,Autism Spectrum Disorder (ASD)
Why do I get anxious when my routine is disrupted?,Autism Spectrum Disorder (ASD)
I am very sensitive to certain fabrics or textures.,Autism Spectrum Disorder (ASD)
I am very sensitive to certain fabrics or textures. Im very sensitive to them.,Autism Spectrum Disorder (ASD)
Sometimes i flap my hands or tap objects repeatedly. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i,Autism Spectrum Disorder (ASD)
Sometimes i flap my hands or tap objects repeatedly. Sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i sneeze. sometimes i,Autism Spectrum Disorder (ASD)
I analyze conversations afterward wondering what went wrong.,Autism Spectrum Disorder (ASD)
I analyze conversations afterward wondering what went wrong?,Autism Spectrum Disorder (ASD)
I don't like unstructured social events. I don't like unstructured social events. I don't like unstructured social events. I like unstructured social events. I don't like unstructured social events. I like unstructured social events. I don't like unstructured social events. I don't like unstructured social events. I don't like unstructured social events. I don't like unstructured social events.,Autism Spectrum Disorder (ASD)
I don't like unstructured social events. I don't like unstructured social events. I like unstructured social events. I don't like unstructured social events. I like unstructured social events. I don't like unstructured social events. I don't like unstructured social events. I like unstructured social events. I don't like unstructured social events. I don't like unstructured social events.,Autism Spectrum Disorder (ASD)
Why do people say i talk at them instead of with them?,Autism Spectrum Disorder (ASD)
Why do people say I talk at them instead of with them?,Autism Spectrum Disorder (ASD)
I often rehearse conversations in my head before they happen.,Autism Spectrum Disorder (ASD)
I often rehearse conversations in my head before they happen. i often rehearse conversations in my head before they happen. i often rehearse conversations in my head before they happen. i often rehearse conversations in my head before they happen. i often rehearse conversations in my head before they happen. i often rehearse conversations in my head before they happen. i often rehearse,Autism Spectrum Disorder (ASD)
I feel safer when things follow a predictable order.,Autism Spectrum Disorder (ASD)
I feel safer when things happen in a predictable order.,Autism Spectrum Disorder (ASD)
I've been called blunt but i never mean to hurt anyone.,Autism Spectrum Disorder (ASD)
I have been called blunt but i never mean to hurt anyone.,Autism Spectrum Disorder (ASD)
My interests are very specific but i love diving deep into them.,Autism Spectrum Disorder (ASD)
My interests are very specific but I love diving deep into them.,Autism Spectrum Disorder (ASD)
I feel immense guilt over things i cant control.,Obsessive-Compulsive Disorder (OCD)
I feel immense guilt over things i can't control.,Obsessive-Compulsive Disorder (OCD)
I mentally replay events trying to figure out if I did something wrong.,Obsessive-Compulsive Disorder (OCD)
I mentally replay events trying to figure out if i did something wrong.,Obsessive-Compulsive Disorder (OCD)
I have cleaning rituals that take hours to complete. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have,Obsessive-Compulsive Disorder (OCD)
i have cleaning rituals that take hours to complete. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i have a lot of them. i,Obsessive-Compulsive Disorder (OCD)
I avoid touching doorknobs unless i use my sleeve. i don't wear my sleeve. i don't wear my sleeve. i don't wear my sleeve. i don't wear my sleeve. i don't wear my sleeve. i don't wear my sleeve. i don't wear my sleeve. i don,Obsessive-Compulsive Disorder (OCD)
I avoid touching doorknobs unless i use my sleeve. i don't wear my sleeve. i don't wear my sleeve. i don't wear my sleeve. i don't wear my sleeve. i don't wear my sleeve. i don't wear my sleeve. i don't wear my sleeve. I don',Obsessive-Compulsive Disorder (OCD)
I get panic attacks if I break my rituals.,Obsessive-Compulsive Disorder (OCD)
I get panic attacks when I break my rituals.,Obsessive-Compulsive Disorder (OCD)
I have to start over if I'm interrupted. i have to start over. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over,Obsessive-Compulsive Disorder (OCD)
I have to start over if I'm interrupted. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start over again. i have to start,Obsessive-Compulsive Disorder (OCD)
I feel intense dread if my routine is broken.,Obsessive-Compulsive Disorder (OCD)
I feel intense dread if my routine is broken. i feel intense dread if my routine is broken.,Obsessive-Compulsive Disorder (OCD)
I often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis.,Obsessive-Compulsive Disorder (OCD)
I often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get stuck in analysis paralysis. i often get,Obsessive-Compulsive Disorder (OCD)
I can't stop thinking what would happen if I did something terrible and forgot about it?,Obsessive-Compulsive Disorder (OCD)
What would happen if I did something terrible and forgot about it?,Obsessive-Compulsive Disorder (OCD)
I feel like im constantly checking my mind for bad thoughts.,Obsessive-Compulsive Disorder (OCD)
I feel like I'm constantly checking my mind for bad thoughts.,Obsessive-Compulsive Disorder (OCD)
I hear music that no one else can hear.,Schizophrenia
I hear music that nobody else can hear.,Schizophrenia
Is my food poisoned?,Schizophrenia
Is my food being poisoned?,Schizophrenia
I often talk to myself out loud to calm down.,Schizophrenia
I often talk to myself to calm down.,Schizophrenia
I forget what I'm doing midtask. i'm not doing anything. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask.,Schizophrenia
I forget what I'm doing midtask. i'm not doing anything. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask. i'm not doing anything midtask. i'm doing something midtask. i'm doing something midtask. i'm not doing anything,Schizophrenia
I find it hard to trust my own memories.,Schizophrenia
How do I trust my own memories?,Schizophrenia
I think im being followed by unknown forces. I think im being followed by unknown forces.,Schizophrenia
I think I'm being followed by unknown forces. I think I'm being followed by unknown forces.,Schizophrenia
My vision becomes distorted in certain lights.,Schizophrenia
My vision becomes distorted in certain light.,Schizophrenia
I feel like I'm being watched through my phone.,Schizophrenia
I feel like I'm being watched on my phone.,Schizophrenia
I keep thinking i have powers that others cant understand. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. ,Schizophrenia
I keep thinking i have powers that others cant understand. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. i keep thinking i have them. I,Schizophrenia
My ideas jump around and are hard to finish.,Schizophrenia
My ideas jump around and are hard to finish. I have a lot of ideas.,Schizophrenia
Why do I cry so suddenly without knowing?,Post-Traumatic Stress Disorder (PTSD)
Why do I cry so suddenly without knowing why?,Post-Traumatic Stress Disorder (PTSD)
I always sit near exits just in case.,Post-Traumatic Stress Disorder (PTSD)
I always sit near exits just in case. i always sit near exits just in case.,Post-Traumatic Stress Disorder (PTSD)
I cant trust people easily now. i cant trust people easily now.,Post-Traumatic Stress Disorder (PTSD)
I cant trust people easily now. I cant trust people easily now.,Post-Traumatic Stress Disorder (PTSD)
I hate surprises. They make me feel threatened.,Post-Traumatic Stress Disorder (PTSD)
"I hate surprises, they make me feel threatened.",Post-Traumatic Stress Disorder (PTSD)
I feel like im stuck in the past.,Post-Traumatic Stress Disorder (PTSD)
I feel like I'm stuck in the past.,Post-Traumatic Stress Disorder (PTSD)
i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont,Post-Traumatic Stress Disorder (PTSD)
i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to. i dont enjoy anything like i used to.,Post-Traumatic Stress Disorder (PTSD)
I freeze up when someone raises their voice.,Post-Traumatic Stress Disorder (PTSD)
Why do I freeze up when someone raises their voice?,Post-Traumatic Stress Disorder (PTSD)
I feel like im constantly in danger.,Post-Traumatic Stress Disorder (PTSD)
I feel like I'm constantly in danger.,Post-Traumatic Stress Disorder (PTSD)
I worry that something bad will happen again and again. I worry that something bad will happen again and again.,Post-Traumatic Stress Disorder (PTSD)
I worry that something bad will happen again and again. i worry that something bad will happen again and again.,Post-Traumatic Stress Disorder (PTSD)
I'm tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im,Post-Traumatic Stress Disorder (PTSD)
I'm tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine. Im tired of pretending I'm fine.,Post-Traumatic Stress Disorder (PTSD)
I think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else.,Eating Disorder
I think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else. i think about food more than anything else.,Eating Disorder
I get anxious if someone serves me more than I expected.,Eating Disorder
I get anxious when someone serves me more than I expected.,Eating Disorder
My day feels ruined if I eat something unplanned.,Eating Disorder
My day feels ruined if i eat something unplanned.,Eating Disorder
Can I cancel a plan if I overeat earlier in the day?,Eating Disorder
Can I cancel my plan if I overeat earlier in the day?,Eating Disorder
I often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i,Eating Disorder
I often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment. i often skip meals as punishment.,Eating Disorder
I stare at others eating and feel jealous.,Eating Disorder
I stare at other people eating and feel jealous.,Eating Disorder
I sometimes cry after eating something i shouldnt.,Eating Disorder
I sometimes cry after eating something i shouldn't.,Eating Disorder
I scroll through diet tips for hours every night. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading,Eating Disorder
I scroll through diet tips for hours every night. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading. i can't stop reading.,Eating Disorder
How do I know if I had a good week or not?,Eating Disorder
I used my clothing size to determine if I had a good week.,Eating Disorder
I feel more confident when I'm hungry.,Eating Disorder
I feel more confident when I am hungry.,Eating Disorder
I always expect things to go badly even without a reason. I always expect things to go badly even without a reason.,Anxiety
I always expect things to go badly even without a reason. I always expect things to go badly even without a reason. I always expect things to go badly even without a reason.,Anxiety
How can I predict what people are thinking?,Anxiety
How do I predict what people are thinking?,Anxiety
I panic when I lose control over something. I can't control myself. I can't control myself. I can't control myself. I can't control myself. I can't control myself. I can't. I can't. I can't. I can't. I can't. I can't. I can't. I can't. I can't. I can't. I can't. I can't. I can't. I can't,Anxiety
I panic when I lose control over something. I can't control anything. I can't control anything. I can't control anything. I can't control anything. I can't control anything. I can't control anything. I can't control anything. I can't control anything. I can't control anything. I can't control anything. I can't control anything. I can't control anything. I can't control anything. I can't control anything. I can't control anything,Anxiety
I cant enjoy the moment because im too focused on what might go wrong.,Anxiety
I can't enjoy the moment because im too focused on what might go wrong.,Anxiety
I feel drained from constantly being on high alert.,Anxiety
I feel drained from constantly being on high alert. i feel drained from constantly being on high alert.,Anxiety
I talk too fast when im nervous and dont even realize it.,Anxiety
I talk too fast when im nervous and dont realize it.,Anxiety
I keep imagining situations where i embarrass myself. i keep imagining situations where i embarrass myself. i keep imagining situations where i embarrass myself. i keep imagining situations where i embarrass myself. i keep imagining situations where i embarrass myself. i keep imagining situations where i embarrass myself. i keep imagining situations where i embarrass myself. i,Anxiety
I keep imagining situations where I embarrass myself. i keep imagining situations where i embarrass myself. i keep imagining situations where i embarrass myself. i keep imagining situations where i embarrass myself. i keep imagining situations where i embarrass myself. i keep imagining situations where i embarrass myself. i keep imagining situations where i embarrass myself. i keep,Anxiety
I avoid starting new things because im scared of messing up.,Anxiety
I avoid starting new things because i am scared of messing up.,Anxiety
Why do people dislike me so much?,Anxiety
Why do some people dislike me so much?,Anxiety
I feel like my nerves are always buzzing.,Anxiety
I feel like my nerves are always buzzing. Why?,Anxiety
I scroll endlessly to distract myself from how i feel.,Depression
I scroll endlessly to distract myself from how I feel.,Depression
I feel like nothing matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end.,Depression
I feel like nothing matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing i do matters in the end. i feel like nothing matters in the end. i feel,Depression
I stare at my ceiling every night feeling completely empty.,Depression
I stare at the ceiling every night feeling completely empty.,Depression
I keep hoping tomorrow ill feel better but i never do.,Depression
I keep hoping tomorrow I will feel better but i never do.,Depression
I feel like I'm carrying a weight that no one else can see.,Depression
I feel like i'm carrying a weight that no one else can see.,Depression
I'm losing interest in talking to anyone.,Depression
I'm losing interest in talking to anyone. I can't talk to anyone.,Depression
I wish i could just disappear for a while. i wish i could disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a,Depression
I wish i could disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a while. i wish i could just disappear for a,Depression
I feel like I'm stuck in slow motion.,Depression
I feel like I am stuck in slow motion.,Depression
I can't even recognize myself anymore.,Depression
I can't recognize myself anymore.,Depression
What's the point of lying there?,Depression
What's the point of lying?,Depression
When I open an app I forget the reason why I opened it. I can't remember why I opened it.,ADHD( Attention deficit hyperactivity disorder)
When I open an app I forget the reason why I opened it.,ADHD( Attention deficit hyperactivity disorder)
I need background noise to concentrate but then it distracts me.,ADHD( Attention deficit hyperactivity disorder)
I need background noise to concentrate on something but then it distracts me.,ADHD( Attention deficit hyperactivity disorder)
I make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive,ADHD( Attention deficit hyperactivity disorder)
I make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later. i make impulsive purchases and regret them later.,ADHD( Attention deficit hyperactivity disorder)
How do I avoid boring tasks until they become urgent?,ADHD( Attention deficit hyperactivity disorder)
I avoid boring tasks until they become urgent.,ADHD( Attention deficit hyperactivity disorder)
I feel disorganized no matter how hard I try.,ADHD( Attention deficit hyperactivity disorder)
I feel disorganized no matter how hard i try.,ADHD( Attention deficit hyperactivity disorder)
I get frustrated by rules or structure. i get frustrated by rules or structure or i get frustrated by rules or structure or i get frustrated by rules or structure or i get frustrated by structure or i get frustrated by rules or structure or i get frustrated by structure or i get frustrated by rules or structure or i get frustrated by structure or i get frustrated by structure or i get frustrated by rules or structure or i get frustrated by structure or i get frustrated by structure or i get frustrated by rules or structure or,ADHD( Attention deficit hyperactivity disorder)
I get frustrated by rules or structure. i get frustrated by rules or structure or i get frustrated by rules or structure or i get frustrated by rules or structure or i get frustrated by structure or i get frustrated by rules or structure or i get frustrated by structure or i get frustrated by structure or i get frustrated by rules or structure or i get frustrated by structure or i get frustrated by structure or i get frustrated by structure or i get frustrated by rules or structure or i get frustrated by structure or i,ADHD( Attention deficit hyperactivity disorder)
How do I forget my names and dates?,ADHD( Attention deficit hyperactivity disorder)
How do I forget my names and dates easily?,ADHD( Attention deficit hyperactivity disorder)
I lose my train of thought midsentence.,ADHD( Attention deficit hyperactivity disorder)
i lose my train of thought midsentence. i am a logical thinker. i am a rational thinker. i am a rational thinker. i am a rational thinker. i lose my train of thought midsentence. i lose my train of thought midsentence. i lose my train of thought midsentence. i lose my train of thought midsentence. i lose my train of thought midsentence. i lose my train of thought midsentence,ADHD( Attention deficit hyperactivity disorder)
I'm a multitasker. I just switch between things quickly.,ADHD( Attention deficit hyperactivity disorder)
I'm a multitasker. I just switch between things rapidly.,ADHD( Attention deficit hyperactivity disorder)
I constantly feel like im forgetting something.,ADHD( Attention deficit hyperactivity disorder)
I always feel like im forgetting something.,ADHD( Attention deficit hyperactivity disorder)
During lows i question everything about myself.,Bipolar Disorder
During lows I question everything about myself.,Bipolar Disorder
How do I stop responding to messages when I'm down?,Bipolar Disorder
"When I'm down, i stop responding to messages. How can I fix this?",Bipolar Disorder
I sometimes think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i,Bipolar Disorder
I sometimes think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everythingthen nothing. i think i can fix everything. i think i can fix everything,Bipolar Disorder
My mind races with ideas at 3am when im up.,Bipolar Disorder
My mind races with ideas at 3am when I am up.,Bipolar Disorder
"When my mood shifts, i say things i regret.................................................. ",Bipolar Disorder
"When my mood shifts, i say things i regret..................................................",Bipolar Disorder
I feel emotionally drained even after nothing happens.,Bipolar Disorder
I feel emotionally drained even when nothing happens.,Bipolar Disorder
I feel restless even during exhaustion.,Bipolar Disorder
I feel restless even after exhaustion.,Bipolar Disorder
How do I lose control of my sleep patterns?,Bipolar Disorder
How do I control my sleep patterns?,Bipolar Disorder
I go from overly confident to deeply insecure.,Bipolar Disorder
I go from confident to deeply insecure.,Bipolar Disorder
My highs feel amazing but the crashes are brutal.,Bipolar Disorder
"My highs feel amazing, but the crashes are brutal.",Bipolar Disorder
I need advance notice for changesI hate surprises.,Autism Spectrum Disorder (ASD)
I need advance notice for changes. I hate surprises.,Autism Spectrum Disorder (ASD)
